hardware_id	provider	inf_source	evidence
qcasd\A2dpSpeakerHeadset	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
qcasd\BluetoothMicHandsFreeProfile	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
qcasd\BluetoothSpeakerHandsFreeProfile	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
qcasd\DynamicEnumExternalDisplay	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
{1f8c1c07-fa79-421a-936f-e8f4fb2f3300}\Capture	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
{1f8c1c07-fa79-421a-936f-e8f4fb2f3300}\Render	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
{4DCB0606-6415-4A36-BDC5-9B1792117DC9}\HeadsetCaptureDevice	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
{4DCB0606-6415-4A36-BDC5-9B1792117DC9}\HeadsetRenderDevice	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
{CE0A1C0B-E0E8-4B1B-B35C-E1B0FF04B148}\SpeakerRenderDevice	Qualcomm Technologies, Inc.	qcasd8480.inf	HP-SOFTWARE
{DAADDA84-4F1C-4AE4-9AC7-B133A84FF7EF}\Capture	Qualcomm Technologies, Inc.	qcbtacx_transportdriver8480.inf	HP-SOFTWARE
{DAADDA84-4F1C-4AE4-9AC7-B133A84FF7EF}\Render	Qualcomm Technologies, Inc.	qcbtacx_transportdriver8480.inf	HP-SOFTWARE
