hardware_id	provider	inf_source	evidence
ACPI\AUI0204	ELAN	ETD.inf	HP-SOFTWARE
ACPI\IBM0057	ELAN	ETD.inf	HP-SOFTWARE
ACPI\NCT1001	ELAN	ETD.inf	HP-SOFTWARE
ACPI\QCOM0C6D	Qualcomm Technologies, Inc.	QcUsb4Bus8480.inf	HP-SOFTWARE
ACPI\QCOM0F04	Qualcomm Incorporated	HalExtQCWdogTimer8480.inf	HP-SOFTWARE
ACPI\QCOM0F0A	Qualcomm Inc.	qckmbam8480.inf	HP-SOFTWARE
ACPI\QCOM0F0B	Qualcomm Inc.	qcspmi8480.inf	HP-SOFTWARE
ACPI\QCOM0F0C	Qualcomm Inc.	qcgpio8480.inf	HP-SOFTWARE
ACPI\QCOM0F0D	Qualcomm Incorporated	qcipcrouter8480.inf	HP-SOFTWARE
ACPI\QCOM0F0E	Qualcomm Technologies, Inc.	qcspi8480.inf	HP-SOFTWARE
ACPI\QCOM0F10	Qualcomm Inc.	qci2c8480.inf	HP-SOFTWARE
ACPI\QCOM0F11	Qualcomm Technologies, Inc.	qcadc8480.inf	HP-SOFTWARE
ACPI\QCOM0F11	Qualcomm Technologies, Inc.	qcadc_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0F12	Qualcomm Incorporated	qcdiagcsi8480.inf	HP-SOFTWARE
ACPI\QCOM0F13	Qualcomm Incorporated	qcdiagrouter8480.inf	HP-SOFTWARE
ACPI\QCOM0F16	Qualcomm Technologies, Inc.	qcuart8480.inf	HP-SOFTWARE
ACPI\QCOM0F17	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F17	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0F1B	Qualcomm Technologies, Incorporated	qcsubsys8480.inf	HP-SOFTWARE
ACPI\QCOM0F20	Qualcomm Technologies, Incorporated	qcsubsys8480.inf	HP-SOFTWARE
ACPI\QCOM0F2A	Qualcomm Incorporated	qcbattminiclass8480.inf	HP-SOFTWARE
ACPI\QCOM0F2B	Qualcomm Inc.	qcpmic8480.inf	HP-SOFTWARE
ACPI\QCOM0F2C	Qualcomm Inc.	qcpmicapps8480.inf	HP-SOFTWARE
ACPI\QCOM0F2D	Qualcomm Inc.	qcpmicgpio8480.inf	HP-SOFTWARE
ACPI\QCOM0F2F	Qualcomm Incorporated	qccdi8480.inf	HP-SOFTWARE
ACPI\QCOM0F37	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F38	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F39	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F3A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F3B	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F3C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F3D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F3E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F3F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F40	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F41	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F42	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F43	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F44	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F45	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F46	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F47	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F48	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F49	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F4A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F4B	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F4C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F4D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F4E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F4F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F50	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F51	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F52	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F53	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F54	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F55	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F56	Qualcomm Inc.	qcqdss8480.inf	HP-SOFTWARE
ACPI\QCOM0F58	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F59	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F5A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F5C	Qualcomm Technologies, Inc.	qcadsprpc8480.inf	HP-SOFTWARE
ACPI\QCOM0F5E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F5F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F60	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F61	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F62	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F63	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F64	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F65	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F68	Qualcomm Technologies Inc	qchwnled8480.inf	HP-SOFTWARE
ACPI\QCOM0F77	Qualcomm Inc.	qcfgbcl8480.inf	HP-SOFTWARE
ACPI\QCOM0F82	Qualcomm Technologies, Inc.	qcadsprpcd8480.inf	HP-SOFTWARE
ACPI\QCOM0F83	Qualcomm Inc.	qcsyscache8480.inf	HP-SOFTWARE
ACPI\QCOM0F84	Qualcomm Inc.	qcglink8480.inf	HP-SOFTWARE
ACPI\QCOM0F85	Qualcomm Inc.	qcRng8480.inf	HP-SOFTWARE
ACPI\QCOM0F87	Qualcomm Technologies Inc.	qcsp8480.inf	HP-SOFTWARE
ACPI\QCOM0F88	Qualcomm Technologies, Inc.	qcgpi8480.inf	HP-SOFTWARE
ACPI\QCOM0F8D	Qualcomm Technologies, Incorporated	qcsubsys8480.inf	HP-SOFTWARE
ACPI\QCOM0F8E	Qualcomm Incorporated	qcpmicglink8480.inf	HP-SOFTWARE
ACPI\QCOM0F90	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F91	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0F96	Qualcomm Inc.	qcppx8480.inf	HP-SOFTWARE
ACPI\QCOM0F9A	Qualcomm Technologies, Inc.	QcXhciFilter8480.inf	HP-SOFTWARE
ACPI\QCOM0F9D	Qualcomm Technologies, Inc.	qcusbcucsi8480.inf	HP-SOFTWARE
ACPI\QCOM0FA1	Qualcomm	qcconnectionsecurity8480.inf	HP-SOFTWARE
ACPI\QCOM0FA5	Qualcomm Incorporated	QcSkExt8480.inf	HP-SOFTWARE
ACPI\QCOM0FA6	Qualcomm Technologies, Incorporated	qcsubsys8480.inf	HP-SOFTWARE
ACPI\QCOM0FA7	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FA8	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FA9	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FAA	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FAB	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FAC	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FAD	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FAE	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FAF	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FB0	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FB1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FB2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FB3	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FB4	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FB5	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FB9	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FBB	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FC6	Qualcomm Inc.	qcpmic8480.inf	HP-SOFTWARE
ACPI\QCOM0FCA	Qualcomm Inc.	qcwwanpowerdown.inf	HP-SOFTWARE
ACPI\QCOM0FCC	Qualcomm Inc.	qcsecapp.inf	HP-SOFTWARE
ACPI\QCOM0FD7	Qualcomm Inc.	qceva8480.inf	HP-SOFTWARE
ACPI\QCOM0FD8	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FD8	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FD9	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FD9	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FDA	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FDB	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FDC	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FDD	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FDD	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FDD&SUBSYS_CUST8480&REV_0091	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FDD&SUBSYS_CUST8480&REV_0092	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FDE	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FDE	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FDF	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FDF	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FE1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FE1	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FE2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FE2	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM0FE3	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FE4	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FE5	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FE6	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FE7	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FE8	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM0FEA	Qualcomm Technologies, Inc.	qcbtacx_transportdriver8480.inf	HP-SOFTWARE
ACPI\QCOM0FEC	Qualcomm Incorporated	qcAlwaysOnSensing.inf	HP-SOFTWARE
ACPI\QCOM0FEE	Qualcomm Technologies, Inc.	QcXhciFilter8480.inf	HP-SOFTWARE
ACPI\QCOM0FEF	Qualcomm Technologies, Inc.	QcXhciFilter8480.inf	HP-SOFTWARE
ACPI\QCOM0FF7	Qualcomm	qcDCF8480.inf	HP-SOFTWARE
ACPI\QCOM0FF8	Qualcomm	qcHumanPresenceSensor8480.inf	HP-SOFTWARE
ACPI\QCOM0FF9	Qualcomm Inc.	qciommu8480.inf	HP-SOFTWARE
ACPI\QCOM0FF9	Qualcomm Inc.	qciommuext8480.inf	HP-SOFTWARE
ACPI\QCOM0FFA	Qualcomm Incorporated	qcpdsr8480.inf	HP-SOFTWARE
ACPI\QCOM0FFB	Qualcomm Incorporated	qcpil8480.inf	HP-SOFTWARE
ACPI\QCOM0FFB	Qualcomm Technologies Inc.	qcpilfilterext8480.inf	HP-SOFTWARE
ACPI\QCOM0FFC	Qualcomm Incorporated	QCDiagBridge8480.inf	HP-SOFTWARE
ACPI\QCOM0FFD	Qualcomm Technologies Inc.	QcSOCPartition8480.inf	HP-SOFTWARE
ACPI\QCOM0FFE	Qualcomm Technologies, Incorporated	QcTftpKmdf8480.inf	HP-SOFTWARE
ACPI\QCOM0FFF	Qualcomm	qSarMgr8480.inf	HP-SOFTWARE
ACPI\QCOM1000	Qualcomm Incorporated	qcrpen8480.inf	HP-SOFTWARE
ACPI\QCOM1001	Qualcomm Inc.	qcscm8480.inf	HP-SOFTWARE
ACPI\QCOM1003	Qualcomm Technologies, Incorporated	qcshutdownsvc8480.inf	HP-SOFTWARE
ACPI\QCOM1004	Qualcomm	qcSSGServicesUMD8480.inf	HP-SOFTWARE
ACPI\QCOM1005	Qualcomm Technologies, Incorporated	qcSubsysThermalMgr8480.inf	HP-SOFTWARE
ACPI\QCOM1006	Qualcomm	qcSensors8480.inf	HP-SOFTWARE
ACPI\QCOM1008	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1009	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM100A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM100B	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM100C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM100D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM100E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM100F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1010	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1011	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1012	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1013	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1014	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1015	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1016	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1017	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1018	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1019	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM101A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM101B	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM101C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM101D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM101E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM101F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1020	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1021	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1022	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1023	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1024	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1025	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1026	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1027	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1028	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1029	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM102A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM102B	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM102C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM102D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM102E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM102F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1030	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1031	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1032	Qualcomm Inc.	qcbcryptcipherkm8480.inf	HP-SOFTWARE
ACPI\QCOM1033	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1033	Qualcomm Inc.	qcpep.wd_ext8480.inf	HP-SOFTWARE
ACPI\QCOM1036	Qualcomm Technologies, Incorporated	qcsubsys8480.inf	HP-SOFTWARE
ACPI\QCOM1037	Qualcomm Technologies, Incorporated	qcsubsys8480.inf	HP-SOFTWARE
ACPI\QCOM1038	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1039	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM103A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM103B	Qualcomm Inc.	QcSocServiceKMDF8480.inf	HP-SOFTWARE
ACPI\QCOM103C	Qualcomm Technologies, Incorporated.	qcsbod8480.inf	HP-SOFTWARE
ACPI\QCOM103D	Qualcomm Inc.	qcice8480.inf	HP-SOFTWARE
ACPI\QCOM103E	Qualcomm Inc.	QcTrEE8480.inf	HP-SOFTWARE
ACPI\QCOM103F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1040	Qualcomm Technologies, Inc.	qcrdbg8480.inf	HP-SOFTWARE
ACPI\QCOM1042	Qualcomm Incorporated	ppte.wd8480.inf	HP-SOFTWARE
ACPI\QCOM1043	Qualcomm Inc.	qcqstfconfig8480.inf	HP-SOFTWARE
ACPI\QCOM1044	Qualcomm Technologies, Inc.	qc_cpu_audio_processing_ext_ep8480.inf	HP-SOFTWARE
ACPI\QCOM1045	Qualcomm Technologies Inc.	qcabd8480.inf	HP-SOFTWARE
ACPI\QCOM1046	Qualcomm Incorporated	qcipcc8480.inf	HP-SOFTWARE
ACPI\QCOM1047	Qualcomm	qcSenD8480.inf	HP-SOFTWARE
ACPI\QCOM1048	Qualcomm	qcSensors8480.inf	HP-SOFTWARE
ACPI\QCOM1049	Qualcomm	qcOobWindowsService8480.inf	HP-SOFTWARE
ACPI\QCOM104A	Qualcomm	VoiceAssistantDriver8480.inf	HP-SOFTWARE
ACPI\QCOMFFDF	Qualcomm Technologies, Incorporated	qcSubsysThermalMgr8480.inf	HP-SOFTWARE
ACPI\QCOMFFE1	Qualcomm Technologies Inc.	qcursext.inf	HP-SOFTWARE
ACPI\QCOMFFF0	Microsoft Corporation	MicrosoftEffectPack_extension.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0693&SUBSYS_CRD08480	Qualcomm Technologies Inc	qcSensorsConfigCrd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0694&SUBSYS_CRD08480	Qualcomm Technologies Inc	qcSensorsConfigCrd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0001	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0002	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0003	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0005	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0006	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0007	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0008	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0009	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_000A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_000B	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_000C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_000D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0015	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0016	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0017	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0018	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0019	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_001A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_001B	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_001C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_001D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_001E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_001F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0020	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0025	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0026	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0027	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0030	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0033	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0042	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0048	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0049	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_004A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_004B	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_004C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_004D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_004E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_004F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0050	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
