support_page	scope	observed_entry	softpaq	version	status	evidence	notes
https://support.hp.com/in-en/drivers/hp-omnibook-5-16-inch-laptop-next-gen-ai-pc-16-bf1000/2103480507	FAMILY	Qualcomm Driver Pack	UNKNOWN	UNKNOWN	HUMAN-VERIFIED	HP-SOFTWARE	Exact package metadata pending manual download
